Marca;Modelo;Tipo;Combustível;Impacto;Custo;Ano;Km;Cor;Cor_Tipo;Nº Portas;Dimensão;Capacidade_Carga;Ar Condicionado;Tipo de Caixa;Tração;Cavalos;Preço;Tecnologia;Segurança
Audi;Q7;CUV;Elétrico;Sustentável;Baixo;2019;47183;Preto;Metalico;5;Grande;Grande;Sim;Automática;Traseira;230;38086.54;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Volkswagen;Polo;Hatch Back;Gasolina;Baixo;Elevado;2021;58326;Prata;Prolado;5;Pequeno;Grande;Sim;Automática;Dianteira;344;20398.15;"AssitenciaArranque;AssistenteEstacionamento;GPS;CruiseControl";"AssistenteTravagem;ControleTração;Airbags;ABS"
Tesla;Model S;SUV;Gasolina;Baixo;Elevado;2011;124308;Verde;Metalico;3;Grande;Grande;Sim;Automática;4x4;429;94169.01;"SOS;AssitenciaArranque;GPS;EcoMode;Autopilot";"Airbags;ControleTração;ABS"
Honda;Civic;SUPERCAR;Elétrico;Sustentável;Baixo;2019;47258;Branco;Metalico;3;Pequeno;Pequeno;Sim;Manual;Traseira;271;101535.03;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Honda;Civic;SUPERCAR;Diesel;Alto;Normal;2011;131665;Vermelho;Fluorescente;3;Pequeno;Pequeno;Sim;Automática;4x4;211;86103.42;"AssistenteEstacionamento;GPS;EcoMode;PainelDigital";"ControleTração;ABS;Airbags"
Tesla;Model 3;SUV;Diesel;Alto;Normal;2001;174626;Cinza;Fluorescente;5;Grande;Grande;Sim;Automática;4x4;527;61898.15;"PainelDigital;AssitenciaArranque;GPS;EcoMode;SOS;AssistenteEstacionamento";"AssitenciaTrajetoria;Airbags;AssistenteTravagem;ControleTração;ABS"
Chevrolet;Malibu;SUV;Elétrico;Sustentável;Baixo;2017;47602;Branco;Metalico;5;Grande;Grande;Sim;Automática;Traseira;484;53837.69;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Mercedes;A-Class;SUV;Elétrico;Sustentável;Baixo;2022;56956;Prata;Metalico;5;Grande;Grande;Sim;Automática;Dianteira;286;35163.18;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Toyota;Camry;Hatch Back;Gasolina;Baixo;Elevado;2010;123934;Preto;Metalico;5;Pequeno;Grande;Sim;Manual;4x4;232;25801.12;"Autopilot;EcoMode;CruiseControl;PainelDigital;AssitenciaArranque;SOS;AssistenteEstacionamento";"AssistenteTravagem;ABS;AssitenciaTrajetoria;Airbags"
BMW;X5;COUPE;Gasolina;Baixo;Elevado;2005;200439;Verde;Fosco;3;Pequeno;Pequeno;Sim;Manual;Traseira;262;22273.88;"AssistenteEstacionamento;PainelDigital;AssitenciaArranque;CruiseControl;SOS;GPS;EcoMode;Autopilot";"AssistenteTravagem;Airbags;ControleTração;AssitenciaTrajetoria"
Volkswagen;Polo;Sedan;Gasolina;Baixo;Elevado;2004;199590;Cinza;Metalico;3;Pequeno;Grande;Sim;Manual;Traseira;252;115972.06;"SOS;AssistenteEstacionamento;CruiseControl;Autopilot";"ControleTração;AssistenteTravagem;ABS;Airbags;AssitenciaTrajetoria"
Mercedes;E-Class;CUV;Elétrico;Sustentável;Baixo;2016;39349;Preto;Prolado;5;Grande;Grande;Sim;Automática;Traseira;299;15898.08;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Honda;Fit;SUV;Elétrico;Sustentável;Baixo;2019;35666;Prata;Prolado;3;Grande;Grande;Sim;Manual;Traseira;438;52755.98;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Honda;Civic;SUPERCAR;Gasolina;Baixo;Elevado;2010;101139;Prata;Fluorescente;5;Pequeno;Pequeno;Sim;Automática;4x4;92;73701.13;"AssistenteEstacionamento;AssitenciaArranque;EcoMode";"ControleTração;AssistenteTravagem;AssitenciaTrajetoria;Airbags"
Honda;Fit;Sedan;Gasolina;Baixo;Elevado;2017;156399;Preto;Fosco;5;Pequeno;Grande;Sim;Manual;Dianteira;482;68751.28;"CruiseControl;PainelDigital;GPS;SOS;AssistenteEstacionamento;Autopilot;EcoMode;AssitenciaArranque";"AssitenciaTrajetoria;ControleTração;Airbags;ABS;AssistenteTravagem"
Honda;Fit;SUPERCAR;Diesel;Alto;Normal;2006;192321;Prata;Fosco;5;Pequeno;Pequeno;Não;Manual;4x4;488;113993.82;"GPS;Autopilot;AssitenciaArranque;CruiseControl;AssistenteEstacionamento";"AssistenteTravagem;ControleTração;Airbags;ABS;AssitenciaTrajetoria"
Toyota;Corolla;CUV;Elétrico;Sustentável;Baixo;2020;32238;Preto;Fosco;3;Grande;Grande;Sim;Manual;Dianteira;282;50883.55;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
BMW;i8;Sedan;Gasolina;Baixo;Elevado;2000;160259;Verde;Fosco;5;Pequeno;Grande;Não;Automática;Dianteira;309;20998.15;"CruiseControl;AssistenteEstacionamento;EcoMode;AssitenciaArranque;Autopilot;SOS";"AssistenteTravagem;AssitenciaTrajetoria;Airbags;ControleTração"
Ford;Focus;COUPE;Diesel;Alto;Normal;2003;166364;Branco;Fosco;5;Pequeno;Pequeno;Não;Automática;Dianteira;488;93020.51;"Autopilot;EcoMode;AssitenciaArranque;GPS;AssistenteEstacionamento;PainelDigital;SOS";"AssistenteTravagem;Airbags;ControleTração;ABS"
Volkswagen;Passat;SUPERCAR;Gasolina;Baixo;Elevado;2022;46806;Prata;Cromado;5;Pequeno;Pequeno;Sim;Automática;4x4;292;91121.32;"PainelDigital;EcoMode;GPS;CruiseControl;Autopilot";"AssistenteTravagem;ControleTração;AssitenciaTrajetoria;ABS;Airbags"
Porsche;Panamera;Hatch Back;Diesel;Alto;Normal;2007;219983;Azul;Fosco;5;Pequeno;Grande;Não;Automática;Dianteira;513;51327.43;"SOS;PainelDigital;AssitenciaArranque;CruiseControl;Autopilot;AssistenteEstacionamento;GPS;EcoMode";"Airbags;AssistenteTravagem;ControleTração"
Audi;Q7;Hatch Back;Diesel;Alto;Normal;1999;209698;Azul;Prolado;3;Pequeno;Grande;Sim;Automática;4x4;140;26459.84;"Autopilot;PainelDigital;GPS;CruiseControl;AssitenciaArranque;SOS";"ABS;AssitenciaTrajetoria;AssistenteTravagem;ControleTração"
Toyota;Prius;Sedan;Gasolina;Baixo;Elevado;2006;215741;Preto;Fosco;5;Pequeno;Grande;Sim;Manual;4x4;551;117244.91;"SOS;AssistenteEstacionamento;GPS";"ControleTração;Airbags;AssitenciaTrajetoria;AssistenteTravagem"
Mercedes;C-Class;Hatch Back;Elétrico;Sustentável;Baixo;2023;57434;Branco;Fluorescente;5;Pequeno;Grande;Sim;Manual;4x4;279;84953.88;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Porsche;Macan;COUPE;Gasolina;Baixo;Elevado;2013;100274;Branco;Fosco;3;Pequeno;Pequeno;Sim;Automática;Traseira;239;113221.88;"SOS;Autopilot;GPS;AssitenciaArranque;AssistenteEstacionamento;PainelDigital;CruiseControl;EcoMode";"AssistenteTravagem;ABS;Airbags"
Porsche;911;CUV;Gasolina;Baixo;Elevado;1997;156381;Vermelho;Fosco;3;Grande;Grande;Não;Automática;Dianteira;414;25201.53;"PainelDigital;Autopilot;AssistenteEstacionamento;SOS;GPS";"AssistenteTravagem;ControleTração;AssitenciaTrajetoria;Airbags;ABS"
Honda;Fit;SUPERCAR;Gasolina;Baixo;Elevado;2019;173993;Preto;Prolado;5;Pequeno;Pequeno;Sim;Manual;Traseira;519;30989.7;"EcoMode;PainelDigital;SOS";"AssitenciaTrajetoria;AssistenteTravagem;Airbags;ABS;ControleTração"
Porsche;Macan;SUPERCAR;Diesel;Alto;Normal;2001;173663;Preto;Metalico;5;Pequeno;Pequeno;Sim;Automática;Dianteira;276;109866.78;"SOS;GPS;Autopilot;AssistenteEstacionamento;PainelDigital;AssitenciaArranque";"ControleTração;AssitenciaTrajetoria;ABS;Airbags"
Chevrolet;Spark;COUPE;Elétrico;Sustentável;Baixo;2018;56515;Vermelho;Fosco;5;Pequeno;Pequeno;Sim;Manual;4x4;67;45434.91;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Porsche;Panamera;Hatch Back;Gasolina;Baixo;Elevado;2014;134013;Verde;Prolado;3;Pequeno;Grande;Sim;Manual;4x4;194;101204.69;"PainelDigital;AssistenteEstacionamento;GPS;CruiseControl;AssitenciaArranque;SOS;EcoMode;Autopilot";"AssitenciaTrajetoria;ControleTração;Airbags;AssistenteTravagem;ABS"
Mercedes;C-Class;COUPE;Elétrico;Sustentável;Baixo;2023;51378;Prata;Prolado;3;Pequeno;Pequeno;Sim;Manual;4x4;519;36619.83;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Porsche;Macan;SUV;Gasolina;Baixo;Elevado;2005;228779;Cinza;Cromado;5;Grande;Grande;Sim;Manual;4x4;570;19029.45;"Autopilot;GPS;EcoMode;AssitenciaArranque;AssistenteEstacionamento;PainelDigital;SOS";"Airbags;AssitenciaTrajetoria;ABS;ControleTração"
Volkswagen;Passat;Sedan;Elétrico;Sustentável;Baixo;2018;35121;Prata;Prolado;5;Pequeno;Grande;Sim;Automática;Traseira;555;78120.28;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Toyota;Prius;SUV;Diesel;Alto;Normal;2021;40247;Vermelho;Fluorescente;3;Grande;Grande;Sim;Manual;Traseira;214;24223.18;"GPS;SOS;EcoMode;PainelDigital;AssistenteEstacionamento;AssitenciaArranque";"AssitenciaTrajetoria;ControleTração;AssistenteTravagem;Airbags"
BMW;i8;COUPE;Elétrico;Sustentável;Baixo;2019;59098;Verde;Fosco;5;Pequeno;Pequeno;Sim;Automática;Dianteira;419;46051.96;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Mercedes;GLC;COUPE;Elétrico;Sustentável;Baixo;2022;35894;Preto;Fluorescente;5;Pequeno;Pequeno;Sim;Manual;Dianteira;63;95197.8;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Toyota;Corolla;SUV;Gasolina;Baixo;Elevado;2017;97642;Preto;Cromado;5;Grande;Grande;Sim;Manual;4x4;82;21046.41;"GPS;CruiseControl;PainelDigital;AssistenteEstacionamento;SOS;AssitenciaArranque;EcoMode";"AssistenteTravagem;ControleTração;ABS"
Audi;Q7;SUPERCAR;Elétrico;Sustentável;Baixo;2023;31920;Branco;Metalico;3;Pequeno;Pequeno;Sim;Automática;4x4;121;99827.98;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
BMW;3 Series;Hatch Back;Diesel;Alto;Normal;2008;64313;Preto;Fluorescente;3;Pequeno;Grande;Sim;Automática;Traseira;147;117425.36;"AssistenteEstacionamento;CruiseControl;PainelDigital;EcoMode;AssitenciaArranque;GPS;Autopilot;SOS";"AssitenciaTrajetoria;Airbags;AssistenteTravagem;ControleTração;ABS"
Ford;Fiesta;Sedan;Elétrico;Sustentável;Baixo;2023;54092;Verde;Prolado;5;Pequeno;Grande;Sim;Automática;4x4;60;18864.62;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Porsche;Cayenne;Hatch Back;Gasolina;Baixo;Elevado;1999;155643;Preto;Fosco;3;Pequeno;Grande;Não;Automática;Dianteira;195;72873.37;"SOS;GPS;AssistenteEstacionamento;Autopilot;PainelDigital";"ABS;Airbags;AssitenciaTrajetoria;AssistenteTravagem"
Honda;Accord;CUV;Gasolina;Baixo;Elevado;2013;91480;Verde;Fluorescente;3;Grande;Grande;Sim;Automática;Dianteira;519;91266.52;"EcoMode;Autopilot;GPS;SOS;CruiseControl;AssistenteEstacionamento;AssitenciaArranque";"ControleTração;ABS;Airbags;AssitenciaTrajetoria;AssistenteTravagem"
Mercedes;GLE;COUPE;Diesel;Alto;Normal;2007;217788;Preto;Prolado;5;Pequeno;Pequeno;Não;Manual;Dianteira;456;25109.0;"SOS;AssistenteEstacionamento;CruiseControl;EcoMode;PainelDigital;AssitenciaArranque;Autopilot";"ControleTração;AssistenteTravagem;Airbags;ABS;AssitenciaTrajetoria"
Audi;Q5;COUPE;Gasolina;Baixo;Elevado;2000;194261;Branco;Fosco;5;Pequeno;Pequeno;Sim;Manual;4x4;439;63838.86;"EcoMode;AssistenteEstacionamento;PainelDigital;CruiseControl;SOS;GPS";"ControleTração;AssistenteTravagem;ABS;Airbags"
Mercedes;GLC;CUV;Diesel;Alto;Normal;1997;234810;Preto;Metalico;3;Grande;Grande;Sim;Manual;Dianteira;333;76024.1;"EcoMode;GPS;Autopilot;AssistenteEstacionamento;PainelDigital;AssitenciaArranque";"AssitenciaTrajetoria;ABS;AssistenteTravagem"
Volkswagen;Golf;Hatch Back;Diesel;Alto;Normal;2008;106519;Azul;Metalico;3;Pequeno;Grande;Sim;Manual;Traseira;155;88208.47;"EcoMode;SOS;Autopilot;CruiseControl;PainelDigital";"AssitenciaTrajetoria;ControleTração;ABS"
Volkswagen;Passat;SUV;Gasolina;Baixo;Elevado;2002;217650;Azul;Cromado;3;Grande;Grande;Sim;Manual;Traseira;103;16447.74;"PainelDigital;SOS;AssistenteEstacionamento;CruiseControl;EcoMode";"AssitenciaTrajetoria;ABS;AssistenteTravagem"
Toyota;Yaris;Sedan;Gasolina;Baixo;Elevado;2004;218651;Prata;Fluorescente;3;Pequeno;Grande;Sim;Automática;Traseira;217;98286.94;"GPS;Autopilot;SOS";"ABS;Airbags;ControleTração"
Toyota;Prius;Hatch Back;Gasolina;Baixo;Elevado;2020;135861;Branco;Fosco;5;Pequeno;Grande;Sim;Automática;Dianteira;222;111992.52;"SOS;Autopilot;AssitenciaArranque;GPS;AssistenteEstacionamento";"AssitenciaTrajetoria;ABS;AssistenteTravagem;ControleTração;Airbags"
Ford;Focus;SUPERCAR;Gasolina;Baixo;Elevado;2023;31809;Cinza;Prolado;5;Pequeno;Pequeno;Sim;Automática;Dianteira;339;86687.03;"GPS;SOS;PainelDigital;CruiseControl";"ControleTração;ABS;Airbags;AssitenciaTrajetoria;AssistenteTravagem"
Honda;Civic;Sedan;Elétrico;Sustentável;Baixo;2018;58356;Cinza;Metalico;5;Pequeno;Grande;Sim;Automática;Dianteira;255;26000.69;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
BMW;X3;Hatch Back;Elétrico;Sustentável;Baixo;2019;50639;Cinza;Fosco;5;Pequeno;Grande;Sim;Automática;4x4;564;53114.78;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Tesla;Model Y;Sedan;Diesel;Alto;Normal;2011;78533;Preto;Fosco;3;Pequeno;Grande;Sim;Manual;Traseira;117;16490.45;"SOS;AssitenciaArranque;EcoMode;Autopilot;CruiseControl";"ABS;AssistenteTravagem;AssitenciaTrajetoria;Airbags;ControleTração"
Porsche;Cayenne;SUV;Gasolina;Baixo;Elevado;2006;210233;Prata;Fluorescente;5;Grande;Grande;Não;Manual;Traseira;128;99367.84;"GPS;EcoMode;AssitenciaArranque;Autopilot";"ControleTração;AssitenciaTrajetoria;ABS"
Porsche;Taycan;CUV;Gasolina;Baixo;Elevado;2006;158379;Branco;Cromado;3;Grande;Grande;Sim;Manual;4x4;400;91624.26;"EcoMode;SOS;AssistenteEstacionamento;AssitenciaArranque;Autopilot;PainelDigital;CruiseControl;GPS";"Airbags;ABS;ControleTração;AssitenciaTrajetoria;AssistenteTravagem"
Audi;A3;Hatch Back;Elétrico;Sustentável;Baixo;2016;46327;Prata;Fosco;5;Pequeno;Grande;Sim;Automática;4x4;81;23439.36;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
BMW;X5;SUPERCAR;Diesel;Alto;Normal;2018;141308;Verde;Fosco;3;Pequeno;Pequeno;Sim;Automática;Traseira;397;34752.41;"AssistenteEstacionamento;SOS;PainelDigital";"AssitenciaTrajetoria;ControleTração;AssistenteTravagem;ABS;Airbags"
Volkswagen;Passat;Sedan;Elétrico;Sustentável;Baixo;2020;37601;Branco;Fluorescente;5;Pequeno;Grande;Sim;Automática;4x4;79;93164.9;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Mercedes;A-Class;CUV;Elétrico;Sustentável;Baixo;2021;43251;Vermelho;Prolado;5;Grande;Grande;Sim;Manual;4x4;455;24025.04;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Audi;A3;Hatch Back;Diesel;Alto;Normal;2016;87993;Prata;Fosco;5;Pequeno;Grande;Sim;Automática;Traseira;588;18782.07;"PainelDigital;AssistenteEstacionamento;Autopilot;GPS;SOS;EcoMode;CruiseControl";"ControleTração;Airbags;AssistenteTravagem;AssitenciaTrajetoria"
BMW;X5;SUV;Diesel;Alto;Normal;2021;54339;Branco;Fluorescente;3;Grande;Grande;Sim;Automática;4x4;558;11929.59;"CruiseControl;AssistenteEstacionamento;GPS;EcoMode;PainelDigital";"ControleTração;AssistenteTravagem;AssitenciaTrajetoria"
BMW;X3;CUV;Diesel;Alto;Normal;2013;84927;Vermelho;Fluorescente;3;Grande;Grande;Sim;Manual;4x4;75;16166.14;"EcoMode;PainelDigital;Autopilot";"AssistenteTravagem;AssitenciaTrajetoria;Airbags"
Porsche;Taycan;CUV;Elétrico;Sustentável;Baixo;2023;51130;Cinza;Cromado;5;Grande;Grande;Sim;Manual;4x4;421;24932.0;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Honda;Fit;Hatch Back;Gasolina;Baixo;Elevado;2021;31689;Branco;Metalico;3;Pequeno;Grande;Sim;Automática;Dianteira;245;88174.87;"PainelDigital;EcoMode;Autopilot;CruiseControl";"AssistenteTravagem;ControleTração;ABS"
Volkswagen;Golf;CUV;Gasolina;Baixo;Elevado;2020;142036;Vermelho;Cromado;5;Grande;Grande;Sim;Automática;Traseira;360;55600.3;"GPS;Autopilot;AssistenteEstacionamento";"ControleTração;Airbags;ABS"
Ford;Fiesta;CUV;Elétrico;Sustentável;Baixo;2023;51067;Azul;Metalico;5;Grande;Grande;Sim;Manual;Dianteira;259;17581.56;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Tesla;Model S;SUV;Gasolina;Baixo;Elevado;1996;232761;Azul;Cromado;5;Grande;Grande;Não;Automática;Traseira;407;86513.12;"GPS;SOS;AssitenciaArranque;CruiseControl;PainelDigital";"ControleTração;Airbags;AssitenciaTrajetoria"
Ford;Focus;COUPE;Elétrico;Sustentável;Baixo;2016;43682;Prata;Fluorescente;5;Pequeno;Pequeno;Sim;Manual;Dianteira;579;64275.89;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
BMW;5 Series;Hatch Back;Diesel;Alto;Normal;2023;46949;Cinza;Metalico;3;Pequeno;Grande;Sim;Automática;Dianteira;398;39723.93;"EcoMode;AssistenteEstacionamento;GPS;PainelDigital;Autopilot";"AssistenteTravagem;ABS;ControleTração"
Volkswagen;Golf;CUV;Elétrico;Sustentável;Baixo;2022;53160;Azul;Prolado;5;Grande;Grande;Sim;Manual;4x4;525;28693.81;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Chevrolet;Tahoe;SUV;Elétrico;Sustentável;Baixo;2017;57757;Azul;Fosco;3;Grande;Grande;Sim;Automática;Traseira;128;75957.1;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Toyota;RAV4;SUV;Elétrico;Sustentável;Baixo;2016;58047;Verde;Metalico;3;Grande;Grande;Sim;Manual;Dianteira;241;44390.56;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Tesla;Model 3;COUPE;Gasolina;Baixo;Elevado;2015;140966;Cinza;Fluorescente;5;Pequeno;Pequeno;Sim;Automática;4x4;423;80264.02;"SOS;GPS;AssitenciaArranque;Autopilot";"ABS;ControleTração;AssistenteTravagem;Airbags;AssitenciaTrajetoria"
Volkswagen;Tiguan;COUPE;Gasolina;Baixo;Elevado;2008;163961;Preto;Metalico;3;Pequeno;Pequeno;Sim;Automática;Dianteira;355;55407.44;"CruiseControl;EcoMode;GPS;Autopilot;AssistenteEstacionamento;AssitenciaArranque;PainelDigital";"AssistenteTravagem;Airbags;ABS;AssitenciaTrajetoria;ControleTração"
Chevrolet;Suburban;CUV;Gasolina;Baixo;Elevado;2017;141261;Preto;Metalico;5;Grande;Grande;Sim;Automática;Traseira;140;115382.64;"Autopilot;EcoMode;CruiseControl;AssitenciaArranque";"ControleTração;Airbags;ABS"
Honda;Fit;SUV;Gasolina;Baixo;Elevado;2021;34787;Preto;Cromado;3;Grande;Grande;Sim;Automática;Traseira;246;29398.06;"EcoMode;AssistenteEstacionamento;Autopilot;GPS;SOS;PainelDigital;CruiseControl;AssitenciaArranque";"ControleTração;AssitenciaTrajetoria;AssistenteTravagem;Airbags;ABS"
Toyota;RAV4;Hatch Back;Gasolina;Baixo;Elevado;2020;160282;Verde;Fosco;3;Pequeno;Grande;Sim;Automática;Dianteira;163;19254.06;"EcoMode;CruiseControl;AssitenciaArranque;Autopilot;AssistenteEstacionamento";"Airbags;ControleTração;ABS;AssitenciaTrajetoria;AssistenteTravagem"
BMW;3 Series;SUV;Elétrico;Sustentável;Baixo;2017;37632;Preto;Fosco;3;Grande;Grande;Sim;Manual;Traseira;457;5955.16;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Volkswagen;Jetta;COUPE;Gasolina;Baixo;Elevado;2001;195273;Verde;Metalico;3;Pequeno;Pequeno;Sim;Manual;4x4;351;94274.95;"SOS;AssitenciaArranque;EcoMode;Autopilot";"Airbags;AssitenciaTrajetoria;ControleTração"
Mercedes;E-Class;SUV;Gasolina;Baixo;Elevado;2008;77544;Azul;Cromado;3;Grande;Grande;Sim;Automática;4x4;516;99782.83;"EcoMode;PainelDigital;CruiseControl;SOS;AssitenciaArranque;Autopilot;AssistenteEstacionamento";"AssistenteTravagem;AssitenciaTrajetoria;Airbags;ControleTração"
Ford;Explorer;CUV;Diesel;Alto;Normal;2010;135220;Azul;Fluorescente;5;Grande;Grande;Sim;Automática;4x4;226;95161.53;"GPS;AssistenteEstacionamento;EcoMode";"ControleTração;AssitenciaTrajetoria;AssistenteTravagem;ABS"
Volkswagen;Golf;CUV;Elétrico;Sustentável;Baixo;2021;59111;Azul;Fosco;5;Grande;Grande;Sim;Manual;Traseira;424;46224.2;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Volkswagen;Polo;CUV;Gasolina;Baixo;Elevado;2008;77944;Vermelho;Fluorescente;5;Grande;Grande;Sim;Automática;Traseira;270;94135.5;"PainelDigital;SOS;Autopilot;GPS;AssistenteEstacionamento;CruiseControl;EcoMode";"ControleTração;AssistenteTravagem;AssitenciaTrajetoria;ABS"
Honda;Accord;CUV;Gasolina;Baixo;Elevado;2004;194957;Cinza;Fluorescente;5;Grande;Grande;Não;Manual;4x4;97;57130.97;"AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;Autopilot";"AssistenteTravagem;ABS;Airbags"
Porsche;Macan;SUPERCAR;Elétrico;Sustentável;Baixo;2016;43195;Prata;Fluorescente;3;Pequeno;Pequeno;Sim;Automática;Traseira;397;66473.87;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Audi;A3;Hatch Back;Elétrico;Sustentável;Baixo;2016;38420;Vermelho;Fosco;5;Pequeno;Grande;Sim;Automática;4x4;126;39370.69;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Porsche;Panamera;Sedan;Diesel;Alto;Normal;1997;167925;Vermelho;Fosco;3;Pequeno;Grande;Não;Manual;Traseira;523;41197.92;"Autopilot;PainelDigital;CruiseControl;AssitenciaArranque;AssistenteEstacionamento;EcoMode;GPS";"AssistenteTravagem;Airbags;ABS;AssitenciaTrajetoria"
